"artist_num","danceability","energy","loudness","speechiness","acousticness","liveness","valence","tempo","key","mode","n_weeks","art_popularity","best_rank","max_streams"
1,0.519,0.554,-6.412,0.0385,0.381,0.115,0.194,153.676,0,1,13,0.76,37,11073444
1,0.734,0.418,-6.678,0.0425,0.0129,0.0579,0.868,85.909,0,1,15,0.76,50,8610700
2,0.497,0.67,-4.509,0.0348,0.435,0.389,0.236,121.826,0,1,2,0.62,61,7677360
1,0.678,0.679,-7.093,0.0644,0.301,0.112,0.218,119.977,1,1,7,0.65,71,7092315
3,0.86,0.561,-5.757,0.185,0.274,0.108,0.354,152.984,6,0,2,0.84,83,6120267
1,0.765,0.688,-5.566,0.0841,0.633,0.0734,0.434,90.013,4,1,27,0.89,17,14377877
1,0.853,0.688,-6.509,0.296,0.0118,0.151,0.565,150.012,8,0,1,0.89,121,4592085
1,0.678,0.398,-8.413,0.0315,0.738,0.117,0.202,111.833,6,0,1,0.76,122,4577002
1,0.628,0.797,-3.953,0.0596,0.0364,0.104,0.321,106.93,11,0,31,0.73,39,10477243
1,0.715,0.742,-4.331,0.0347,0.052,0.364,0.322,106.971,0,1,1,0.7,144,4102295
2,0.715,0.802,-4.647,0.0394,0.139,0.177,0.327,124.989,11,0,36,0.84,3,24355051
2,0.597,0.41,-8.293,0.074,0.723,0.106,0.0736,103.666,7,0,1,0.84,172,3675218
1,0.721,0.613,-7.051,0.0332,0.00745,0.125,0.665,124.012,11,0,1,0.76,181,3571602
2,0.8,0.523,-6.578,0.107,0.00108,0.352,0.379,147.057,1,1,1,0.865,199,3345887
3,0.901,0.529,-4.443,0.191,0.0519,0.179,0.146,138.003,2,1,13,0.816666666666667,34,10535180
1,0.614,0.598,-6.335,0.0561,0.00543,0.1,0.565,105.803,10,0,7,0.88,70,6940166
2,0.638,0.658,-6.318,0.0456,0.245,0.0919,0.33,105.076,3,1,32,0.75234375,23,12939221
4,0.782,0.435,-7.033,0.156,0.333,0.342,0.242,82.996,2,1,13,0.835,36,10486087
4,0.658,0.678,-4.407,0.058,0.303,0.361,0.662,97.976,1,1,27,0.676018518518518,52,8009107
2,0.91,0.444,-8.126,0.344,0.022,0.137,0.53,149.953,1,0,5,0.78,113,4805771
1,0.717,0.743,-4.337,0.0322,0.0473,0.368,0.321,106.919,0,1,6,0.7,126,4689243
1,0.773,0.859,-4.913,0.0747,0.0855,0.914,0.813,118.459,11,1,3,0.823333333333333,113,5605234
1,0.493,0.221,-9.301,0.0486,0.874,0.285,0.353,82.273,6,1,1,0.89,143,3996711
2,0.88,0.428,-8.28,0.206,0.149,0.114,0.333,100.007,9,1,67,0.791268656716418,32,10965630
2,0.746,0.745,-3.311,0.146,0.0474,0.15,0.828,180.081,9,1,24,0.715,96,6224427
4,0.82,0.696,-4.918,0.182,0.119,0.232,0.617,144.981,7,0,5,0.8,173,3725161
2,0.656,0.568,-5.666,0.0409,0.00982,0.0937,0.121,134.878,7,0,1,0.935,190,3368899
4,0.845,0.399,-7.509,0.312,0.00525,0.102,0.148,143.049,1,1,2,0.8175,130,4685789
1,0.681,0.372,-8.237,0.0432,0.64,0.169,0.476,91.873,5,1,109,0.881284403669725,3,28527847
2,0.795,0.615,-5.211,0.0671,0.0786,0.0855,0.393,110.009,5,0,32,0.8421875,5,23951075
1,0.535,0.382,-9.465,0.0426,0.282,0.0865,0.147,87.801,4,0,5,0.89,28,11500141
1,0.728,0.81,-5.2,0.0589,0.224,0.0952,0.784,171.083,1,1,1,0,32,10597738
1,0.599,0.508,-9.894,0.105,0.193,0.329,0.269,163.957,9,1,2,0.99,47,8832057
1,0.631,0.224,-9.383,0.0417,0.885,0.282,0.365,86.936,6,1,3,0.89,62,7370127
1,0.672,0.53,-6.43,0.0284,0.367,0.321,0.485,103.326,1,1,2,0.89,73,6829965
1,0.648,0.603,-5.098,0.0507,0.0803,0.112,0.488,126.116,8,1,3,0.853333333333333,74,7076865
1,0.566,0.407,-10.293,0.0914,0.766,0.111,0.156,119.781,0,1,2,0.89,81,6347582
2,0.919,0.73,-6.581,0.088,0.00194,0.101,0.189,95.044,1,1,4,0.735,92,5984971
5,0.807,0.681,-6.268,0.0983,0.423,0.0962,0.676,140.006,11,1,32,0.82975,21,12487991
1,0.713,0.597,-7.117,0.0692,0.377,0.179,0.399,96.06,4,1,1,0.89,105,5370666
2,0.66,0.542,-8.11,0.077,0.343,0.122,0.152,135.828,4,0,2,0.78,111,5228688
2,0.499,0.673,-4.505,0.0348,0.399,0.208,0.301,121.87,0,1,1,0.62,113,5189475
1,0.833,0.434,-8.795,0.431,0.0102,0.165,0.281,150.062,2,1,21,0.886190476190476,112,5238282
1,0.575,0.248,-11.115,0.0299,0.587,0.24,0.328,85.05,5,0,1,0.89,117,5027866
1,0.513,0.648,-7.714,0.0994,0.00739,0.176,0.497,169.743,5,0,1,0.89,118,5022196
1,0.499,0.3,-8.631,0.0433,0.616,0.128,0.212,126.724,10,1,1,0.89,120,4953525
2,0.871,0.768,-5.401,0.122,0.283,0.162,0.765,98.989,4,0,28,0.6975,17,13766534
4,0.721,0.873,-4.741,0.119,0.0789,0.0824,0.552,79.943,1,1,14,0.789821428571429,100,5276851
2,0.862,0.274,-5.818,0.416,0.0974,0.183,0.154,77.492,0,0,1,0.835,150,4219006
1,0.345,0.193,-10.236,0.0328,0.74,0.117,0.268,77.547,6,0,1,0.89,154,4062450
1,0.567,0.399,-10.385,0.0981,0.759,0.119,0.431,77.389,2,1,1,0.89,158,4000891
1,0.496,0.279,-9.18,0.052,0.81,0.11,0.103,127.053,10,1,1,0.89,159,3991190
1,0.823,0.419,-10.358,0.165,0.416,0.105,0.277,119.958,10,0,22,0.595909090909091,55,7758555
2,0.681,0.788,-4.323,0.0785,0.0482,0.0753,0.839,170.019,1,1,27,0.81,33,11322485
1,0.502,0.32,-7.95,0.0342,0.775,0.113,0.337,129.356,1,1,1,0.89,184,3575404
2,0.604,0.661,-5.914,0.0375,0.234,0.0951,0.506,107.016,0,1,5,0.825,145,4325675
3,0.507,0.442,-7.279,0.367,0.0129,0.174,0.107,173.03,10,1,2,0.82,196,3416819
2,0.49,0.598,-4.814,0.186,0.801,0.576,0.61,84.004,9,0,5,0.895,13,16925764
2,0.814,0.813,-3.023,0.0561,0.03,0.255,0.839,79.997,2,0,38,0.824473684210526,21,12517942
2,0.742,0.859,-4.942,0.0482,0.0824,0.359,0.652,95.046,10,1,21,0.785,74,6578810
1,0.659,0.604,-5.084,0.0542,0.0889,0.105,0.407,126.135,8,1,18,0.856666666666667,67,7246334
2,0.795,0.728,-4.712,0.0544,0.207,0.237,0.582,146.979,9,0,16,0.82,99,5850462
2,0.845,0.709,-4.547,0.0714,0.0233,0.094,0.62,98.062,10,0,24,0.78,45,9943095
3,0.749,0.671,-5.151,0.0599,0.68,0.167,0.756,81.994,6,1,3,0.806666666666667,158,3916937
2,0.921,0.467,-8.443,0.119,0.0149,0.334,0.287,135.995,1,1,21,0.710714285714286,60,7738660
1,0.336,0.627,-7.463,0.0384,0.164,0.0708,0.35,150.273,7,1,32,0.7721875,1,53401383
4,0.701,0.845,-2.738,0.0668,0.118,0.311,0.756,172.028,2,0,3,0.8225,177,3507855
1,0.788,0.556,-7.655,0.345,0.019,0.217,0.481,80.012,9,1,2,0.26,181,3439389
2,0.724,0.895,-3.617,0.0411,0.0322,0.097,0.64,96.022,7,1,32,0.78,7,19056515
2,0.751,0.579,-4.036,0.0321,0.398,0.133,0.349,105.031,2,1,16,0.85,50,8348340
1,0.534,0.583,-8.672,0.0288,0.0262,0.421,0.145,105.997,2,1,3,0.83,97,5407284
4,0.542,0.55,-5.072,0.158,0.261,0.157,0.172,106.435,0,0,4,0.8375,101,5274326
2,0.775,0.679,-4.985,0.135,0.18,0.068,0.619,166.008,4,0,32,0.84,21,12734008
1,0.602,0.762,-6.149,0.0347,0.0498,0.121,0.112,92.02,2,0,1,0.83,142,4348390
1,0.735,0.478,-12.472,0.0293,0.189,0.355,0.947,107.682,2,1,27,0.672222222222222,2,48011162
1,0.368,0.796,-4.923,0.0823,0.0157,0.0694,0.181,170.033,1,0,1,0.83,158,3925527
2,0.545,0.865,-2.601,0.0522,0.0724,0.919,0.332,89.992,6,0,2,0.66,178,3552079
2,0.629,0.717,-5.706,0.0638,0.0876,0.358,0.129,145.959,6,1,2,0.83,174,3622602
2,0.456,0.833,-4.242,0.0964,0.108,0.0592,0.261,159.808,0,1,3,0.745,143,4310692
1,0.66,0.775,-4.926,0.172,0.0553,0.129,0.635,157.036,2,1,8,0.72,162,4323019
1,0.721,0.71,-9.294,0.295,0.000662,0.359,0.51,108.024,7,1,4,0.65,173,3983619
3,0.613,0.842,-4.332,0.219,0.0157,0.23,0.645,169.917,10,0,9,0.766666666666667,71,6627272
1,0.529,0.607,-6.781,0.0574,0.104,0.0631,0.238,101.966,6,1,18,0.805555555555556,86,6399541
2,0.623,0.909,-3.079,0.0758,0.158,0.0972,0.651,93.984,4,0,6,0.745,109,4974039
3,0.653,0.718,-5.232,0.213,0.00413,0.0537,0.216,82.034,3,0,13,0.786666666666667,66,7265390
1,0.339,0.214,-11.714,0.0375,0.908,0.341,0.363,94.775,4,1,23,0.75,6,36227377
1,0.703,0.407,-12.155,0.0504,0.706,0.45,0.849,140.057,8,1,5,0.6,25,11900150
1,0.666,0.543,-9.188,0.0446,0.511,0.0911,0.881,161.947,6,0,5,0.91,55,8811411
1,0.24,0.598,-8.435,0.0369,0.766,0.117,0.776,201.629,7,1,13,0.6,10,21837306
1,0.464,0.63,-7.337,0.182,0.0464,0.295,0.527,132.96,7,1,5,0.89,24,11977857
2,0.841,0.629,-3.033,0.114,0.188,0.346,0.676,143.949,4,0,1,0.805,165,3781901
1,0.599,0.642,-6.936,0.0363,0.164,0.0992,0.349,115.412,0,1,5,0.46,18,13440188
2,0.736,0.604,-7.357,0.222,0.0652,0.124,0.574,155.007,1,0,18,0.84,50,8413714
1,0.741,0.326,-12.045,0.0395,0.918,0.0658,0.751,120.992,2,1,3,0.3,88,6194483
2,0.603,0.321,-11.489,0.0599,0.881,0.34,0.844,143.104,2,1,10,0.6125,23,16200996
2,0.587,0.299,-7.365,0.0263,0.779,0.123,0.356,94.992,8,1,44,0.894545454545455,3,26494583
2,0.589,0.731,-6.343,0.0868,0.0534,0.308,0.191,87.908,2,1,2,0.8,18,14822746
1,0.766,0.709,-6.471,0.123,0.204,0.126,0.506,128.07,9,0,4,0.99,59,7498599
4,0.526,0.52,-7.985,0.0569,0.435,0.197,0.13,149.119,6,0,20,0.67225,42,9799207
2,0.744,0.859,-3.166,0.0795,0.0256,0.0881,0.787,91.977,11,1,16,0.825,76,6393213
1,0.613,0.764,-6.509,0.136,0.0527,0.197,0.417,160.015,2,1,6,0.99,97,5948940
4,0.328,0.607,-11.076,0.0315,0.318,0.765,0.395,146.537,2,1,13,0.414038461538462,13,21367029
3,0.317,0.158,-16.485,0.0381,0.673,0.338,0.247,130.503,9,1,18,0.504074074074074,26,15643273
1,0.8,0.535,-6.684,0.135,0.0713,0.213,0.451,92.027,7,1,2,0.99,121,5144172
2,0.674,0.506,-10.532,0.0434,0.173,0.0866,0.183,145.965,6,1,19,0.83,69,7143348
3,0.649,0.589,-6.237,0.0558,0.00845,0.108,0.151,159.073,2,1,13,0.93,47,9155961
2,0.271,0.551,-7.48,0.0457,0.582,0.256,0.428,78.111,2,1,17,0.52,47,13259736
1,0.485,0.857,-7.059,0.0442,0.534,0.347,0.963,148.749,2,1,13,0.633076923076923,21,20300178
1,0.603,0.705,-7.547,0.0328,0.556,0.342,0.89,90.12,9,1,4,0.6,32,10676312
1,0.774,0.511,-8.914,0.0319,0.322,0.0672,0.771,94.736,11,1,4,0.7,56,8669526
1,0.696,0.602,-6.156,0.159,0.0679,0.0696,0.305,82.989,0,0,1,0.99,157,4352536
1,0.854,0.868,-3.455,0.154,0.24,0.152,0.631,115.99,0,1,6,1,142,4697776
1,0.541,0.69,-5.391,0.206,0.0216,0.257,0.681,180.239,3,1,1,0.7,165,4280976
1,0.516,0.592,-5.465,0.0566,0.0247,0.181,0.271,82.05,3,0,15,0.81,70,7115801
1,0.615,0.534,-6.719,0.0386,0.106,0.0607,0.193,135.917,9,0,1,0.99,175,4109768
1,0.75,0.404,-10.178,0.0682,0.216,0.0911,0.0499,95.045,9,0,12,0.9975,26,12788750
1,0.31,0.095,-17.828,0.0366,0.904,0.128,0.188,72.76,1,1,4,0.68,63,8016984
1,0.598,0.504,-9.874,0.0731,0.186,0.34,0.252,163.954,9,1,1,0.99,185,3986295
1,0.426,0.177,-9.429,0.0436,0.954,0.317,0.317,133.483,5,1,4,0.89,68,7331382
1,0.647,0.465,-8.308,0.0428,0.865,0.0882,0.699,151.251,7,1,19,0.75,21,21828762
1,0.683,0.375,-13.056,0.0303,0.579,0.076,0.888,140.467,0,1,12,0.52,37,13793327
1,0.763,0.726,-6.405,0.282,0.259,0.0976,0.349,139.059,1,1,33,0.872424242424243,39,11076255
1,0.541,0.909,-3.101,0.0358,0.128,0.128,0.962,203.862,9,1,8,0.535,40,12268485
1,0.465,0.27,-16.661,0.0425,0.9,0.145,0.58,94.518,4,1,16,0.7925,59,11774400
1,0.643,0.709,-4.343,0.0733,0.145,0.115,0.264,129.961,0,1,5,0.82,36,10312491
3,0.656,0.564,-8.925,0.0883,0.0167,0.165,0.25,150.014,1,0,2,0.823333333333333,84,6327785
1,0.74,0.303,-8.612,0.117,0.835,0.0782,0.819,91.958,3,1,5,0.82,92,6030267
1,0.571,0.886,-3.377,0.463,0.0804,0.122,0.656,88.808,7,1,1,0.91,159,4435448
3,0.49,0.44,-7.76,0.353,0.00806,0.186,0.091,173.095,10,1,1,0.82,166,4277967
1,0.315,0.418,-9.146,0.0299,0.131,0.0836,0.237,129.116,7,1,12,0.8825,61,10645847
1,0.322,0.377,-7.385,0.0356,0.454,0.338,0.366,118.669,7,0,7,0.664285714285714,107,7539143
1,0.627,0.847,-5.303,0.0352,0.0237,0.212,0.611,126.017,10,1,6,0.66,137,4904497
2,0.418,0.106,-22.507,0.0448,0.994,0.179,0.8,46.718,8,0,6,0.575,104,7993078
1,0.669,0.854,-4.486,0.0999,0.0205,0.047,0.707,93.057,1,1,7,0.834285714285714,80,9488470
2,0.7,0.139,-12.346,0.0607,0.902,0.185,0.49,84.485,8,1,6,0.43,98,8022773
3,0.724,0.276,-12.25,0.0599,0.76,0.116,0.718,112.874,7,1,2,0.503333333333333,114,5630404
3,0.619,0.404,-8.333,0.441,0.0144,0.115,0.566,90.008,8,0,1,0.706666666666667,199,3752647
2,0.757,0.748,-5.794,0.473,0.17,0.0759,0.693,90.052,8,0,27,0.91,2,29880509
2,0.589,0.731,-6.343,0.0868,0.0534,0.308,0.191,87.908,2,1,23,0.796739130434783,7,19156433
3,0.838,0.771,-3.791,0.244,0.0117,0.0853,0.405,175.957,1,1,19,0.794736842105263,18,14134442
2,0.468,0.444,-10.217,0.291,0.796,0.619,0.637,76.019,9,0,4,0.895,36,10493029
1,0.886,0.488,-5.628,0.184,0.166,0.343,0.114,130.064,1,0,1,0.91,37,10428950
5,0.876,0.55,-5.464,0.152,0.0227,0.294,0.557,129.924,2,1,12,0.616,30,11436693
2,0.778,0.783,-4.534,0.239,0.258,0.231,0.285,109.911,8,1,1,0.845,60,8028606
1,0.764,0.867,-3.856,0.296,0.125,0.717,0.767,93.969,4,1,1,0.91,61,7834978
2,0.51,0.72,-5.157,0.317,0.083,0.118,0.451,94.289,10,0,1,0.81,74,7127136
1,0.642,0.733,-5.001,0.0343,0.0274,0.266,0.519,123.075,5,0,29,0.659655172413793,53,7994741
1,0.546,0.89,-3.38,0.513,0.0781,0.146,0.636,177.612,7,1,1,0.91,88,6474296
1,0.741,0.34,-13.421,0.0446,0.614,0.0955,0.838,119.606,2,1,2,0.54,42,9781597
2,0.634,0.771,-4.957,0.295,0.429,0.689,0.522,80.971,4,0,1,0.8,92,6377224
2,0.894,0.749,-6.415,0.274,0.0396,0.272,0.381,132.06,1,1,1,0.655,98,6216207
2,0.708,0.729,-4.621,0.188,0.261,0.0692,0.644,79.024,11,1,1,0.835,109,5959793
2,0.558,0.766,-5.953,0.231,0.263,0.32,0.182,96.281,6,0,5,0.805,111,5936542
1,0.744,0.821,-3.009,0.161,0.0113,0.259,0.762,145.982,7,1,1,0.91,137,5151530
1,0.613,0.288,-9.803,0.0294,0.857,0.217,0.738,99.917,6,0,1,0.91,138,5124354
1,0.618,0.792,-5.267,0.284,0.00194,0.379,0.199,82.723,1,1,1,0.91,141,5080606
1,0.656,0.871,-4.604,0.366,0.573,0.846,0.75,140.322,1,1,1,0.91,150,4992915
2,0.697,0.664,-7.148,0.0626,0.00501,0.304,0.566,104.979,10,1,1,0.505,154,4946549
1,0.657,0.826,-4.544,0.293,0.0228,0.0967,0.26,85.064,7,1,1,0.91,155,4931650
1,0.835,0.864,-5.361,0.272,0.163,0.305,0.511,99.043,7,0,1,0.91,157,4821679
5,0.896,0.673,-3.872,0.139,0.346,0.206,0.714,131.99,1,1,21,0.737333333333333,66,7524726
1,0.612,0.904,-6.076,0.429,0.182,0.17,0.555,75.801,4,0,1,0.91,169,4568268
1,0.728,0.415,-6.852,0.0639,0.401,0.0616,0.455,114.145,8,1,17,0.75,137,4767524
2,0.544,0.417,-4.387,0.0247,0.586,0.085,0.207,95.156,8,1,1,0.795,191,4220954
1,0.665,0.844,-3.777,0.0273,0.171,0.225,0.665,147.073,0,1,2,0.82,126,5461804
2,0.628,0.484,-7.588,0.0319,0.469,0.126,0.642,63.476,10,1,4,0.7375,113,7534857
2,0.909,0.546,-7.513,0.175,0.000704,0.36,0.0986,138.043,8,1,15,0.84,22,13417677
1,0.532,0.926,-5.536,0.0357,0.112,0.318,0.814,140.137,2,1,1,0.85,94,6308167
3,0.765,0.733,-3.509,0.165,0.00186,0.297,0.495,133.966,4,0,1,0.763333333333333,97,6243472
4,0.774,0.529,-4.479,0.0532,0.0674,0.0814,0.227,138.072,5,0,3,0.77,105,5923537
3,0.668,0.844,-4.151,0.0956,0.00389,0.119,0.33,159.108,1,1,1,0.763333333333333,106,5850227
1,0.509,0.812,-5.438,0.0537,0.0013,0.214,0.689,159.876,8,1,16,0.730625,9,28983124
3,0.866,0.648,-3.675,0.0543,0.009,0.0967,0.0798,150.058,1,1,4,0.763333333333333,117,5591945
4,0.818,0.65,-4.328,0.148,0.00122,0.104,0.163,146.015,2,1,1,0.7575,120,5542140
1,0.388,0.145,-19.697,0.0318,0.978,0.0997,0.0911,75.474,9,0,1,0.56,127,5457722
1,0.648,0.228,-12.335,0.0454,0.769,0.0983,0.503,125.526,3,1,3,0.6,131,6175003
1,0.681,0.715,-10.609,0.0912,0.812,0.0777,0.957,152.132,7,0,9,0.651111111111111,65,11020028
1,0.666,0.841,-3.592,0.0312,0.613,0.113,0.84,128.706,2,1,11,0.700909090909091,44,12812932
3,0.868,0.657,-4.853,0.113,0.0158,0.0995,0.436,162.867,8,1,1,0.763333333333333,150,4954148
1,0.675,0.384,-7.12,0.045,0.752,0.167,0.415,86.953,1,1,9,0.681111111111111,52,12182973
2,0.702,0.588,-5.914,0.0563,0.634,0.198,0.849,122.945,5,1,3,0.596666666666667,136,6854610
1,0.602,0.553,-9.336,0.0328,0.108,0.0512,0.971,130.594,11,1,4,0.7125,149,7301381
1,0.514,0.362,-7.758,0.0263,0.303,0.104,0.301,84.767,2,1,3,0.77,96,8099281
1,0.529,0.772,-7.013,0.0287,0.403,0.316,0.853,91.751,2,1,3,0.58,35,13204661
3,0.793,0.574,-3.509,0.0435,0.011,0.156,0.0601,136.982,5,0,1,0.763333333333333,167,4597569
1,0.909,0.493,-6.688,0.0735,0.128,0.127,0.844,94.016,3,1,1,0.59,174,4429263
1,0.594,0.389,-7.109,0.0517,0.785,0.0313,0.396,122.331,10,1,10,0.75,46,11844085
1,0.682,0.577,-11.309,0.0352,0.271,0.0796,0.943,147.331,0,1,6,0.661666666666667,59,11698410
1,0.296,0.421,-8.891,0.0285,0.214,0.232,0.335,83.425,7,1,1,0.85,178,4345690
1,0.357,0.668,-8.444,0.0479,0.362,0.727,0.407,139.986,0,1,5,0.742,72,10020698
1,0.517,0.702,-6.763,0.0247,0.00722,0.0896,0.414,83.873,3,1,2,0.75,190,5632418
1,0.781,0.718,-8.722,0.0361,0.278,0.202,0.925,112.542,0,1,2,0.705,185,5781047
1,0.643,0.939,-3.967,0.0463,0.104,0.881,0.756,104.999,5,1,3,0.663333333333333,142,6635128
1,0.766,0.709,-6.471,0.123,0.204,0.126,0.506,128.07,9,0,6,0.991666666666667,108,5360192
1,0.909,0.493,-6.688,0.0735,0.128,0.127,0.844,94.016,3,1,10,0.59,29,12354627
2,0.69,0.622,-5.025,0.063,0.253,0.113,0.543,102.039,5,0,11,0.755,114,5107347
1,0.836,0.544,-5.975,0.0943,0.0403,0.0824,0.51,97.028,7,1,78,0.884615384615385,4,23715748
2,0.684,0.619,-7.005,0.0386,0.0716,0.122,0.284,125.046,10,1,27,0.698888888888889,20,13767744
2,0.284,0.704,-7.276,0.186,0.00583,0.0424,0.1,191.702,2,1,29,0.646034482758621,30,12318355
1,0.92,0.654,-3.051,0.0401,0.0236,0.036,0.847,117.046,11,0,2,0.825,140,4317606
1,0.813,0.808,-5.541,0.286,0.00693,0.133,0.547,181.993,2,1,4,0.77,71,7201033
5,0.417,0.824,-7.36,0.105,0.000239,0.0725,0.4,157.92,11,0,15,0.672666666666667,73,7030256
1,0.774,0.611,-2.883,0.134,0.109,0.0805,0.388,89.995,6,1,1,0.64,169,3840017
1,0.277,0.394,-8.903,0.0336,0.423,0.0952,0.227,86.777,8,1,11,0.59,92,6268587
1,0.727,0.974,-2.261,0.0664,0.103,0.174,0.965,79.526,4,0,1,0.75,180,3635414
2,0.608,0.753,-4.748,0.368,0.103,0.0996,0.482,97.626,0,0,16,0.88,86,6258442
1,0.855,0.664,-7.11,0.0607,0.165,0.0937,0.626,98.015,9,0,35,0.88,43,9646227
3,0.265,0.312,-11.689,0.0569,0.243,0.0893,0.0998,54.747,7,1,11,0.608181818181818,95,6104009
1,0.693,0.911,-3.691,0.0305,0.183,0.3,0.982,125.895,9,1,3,0.723333333333333,132,5131415
2,0.822,0.743,-2.038,0.0451,0.213,0.0957,0.78,98.005,1,1,6,0.845,159,4201589
3,0.775,0.573,-4.933,0.0585,0.495,0.126,0.667,101.925,11,1,11,0.783333333333333,160,4309223
1,0.814,0.653,-0.02,0.0359,0.189,0.0876,0.706,130.099,3,0,1,0.48,198,3457583
5,0.675,0.724,-5.503,0.0787,0.0166,0.697,0.506,92.051,7,1,16,0.644625,97,5830443
2,0.704,0.859,-4.877,0.0996,0.0185,0.0215,0.926,105.115,5,0,27,0.845,4,20387864
2,0.705,0.628,-5.362,0.0489,0.0287,0.0863,0.465,96.799,5,0,1,0.86,19,14130083
1,0.745,0.579,-5.771,0.138,0.0354,0.246,0.645,97.002,1,1,4,0.8,25,12412065
2,0.483,0.799,-4.567,0.0366,0.0188,0.226,0.171,112.946,2,0,19,0.69,27,13208405
2,0.638,0.795,-8.45,0.302,0.00433,0.153,0.31,153.99,0,1,8,0.68,110,5563052
5,0.702,0.77,-9.411,0.128,0.00558,0.211,0.235,118.034,7,1,6,0.636666666666667,152,4550197
2,0.745,0.646,-6.987,0.17,0.157,0.338,0.46,79.993,6,0,17,0.655,87,6232846
2,0.516,0.518,-10.383,0.04,0.00483,0.585,0.0834,108.027,4,1,5,0.66,154,4505855
1,0.864,0.484,-9.159,0.344,0.205,0.248,0.534,160.052,6,0,2,0.67,166,4091086
1,0.874,0.649,-4.385,0.0833,0.218,0.337,0.712,95.004,0,1,3,0.43,176,3886564
1,0.351,0.331,-10.316,0.0382,0.3,0.0919,0.191,161.564,9,1,3,0.59,189,3834453
2,0.765,0.523,-4.333,0.03,0.184,0.132,0.394,104.988,2,1,91,0.83,1,30948101
1,0.637,0.713,-4.333,0.0747,0.181,0.137,0.243,129.923,0,1,33,0.82,4,22147865
2,0.715,0.62,-5.428,0.0507,0.0322,0.0881,0.456,96.812,5,0,4,0.86,13,15598893
1,0.699,0.479,-7.83,0.0919,0.00433,0.0435,0.462,102.959,1,1,7,0.77,31,11670886
1,0.726,0.304,-8.677,0.131,0.839,0.0853,0.813,91.97,3,1,6,0.82,36,10930220
2,0.71,0.888,-3.036,0.0382,0.259,0.0969,0.626,90.009,6,0,21,0.880952380952381,38,10432928
1,0.65,0.758,-4.02,0.116,0.166,0.0889,0.663,94.9,2,1,10,0.82,53,8725084
2,0.546,0.822,-4.483,0.151,0.0145,0.742,0.615,150.06,7,1,4,0.835,86,6402322
1,0.732,0.436,-7.409,0.117,0.609,0.108,0.475,94.852,1,0,1,0.82,103,5700595
1,0.455,0.292,-6.792,0.0563,0.889,0.106,0.43,84.339,0,1,1,0.82,109,5470405
1,0.425,0.548,-6.762,0.114,0.21,0.115,0.282,175.756,7,1,1,0.82,119,5220504
4,0.645,0.705,-5.008,0.299,0.000813,0.128,0.376,137.133,1,1,24,0.788125,29,12530784
1,0.569,0.649,-8.175,0.482,0.451,0.128,0.441,108.77,11,1,1,0.82,134,4874604
1,0.309,0.649,-8.994,0.035,0.0158,0.367,0.313,166.915,7,1,1,0.72,136,4861271
1,0.545,0.458,-4.6,0.0279,0.367,0.118,0.164,79.943,5,0,1,0.82,138,4783614
1,0.737,0.697,-5.31,0.0895,0.43,0.0821,0.655,94.101,8,1,1,0.82,146,4644803
1,0.822,0.743,-2.152,0.0449,0.236,0.124,0.744,98.049,1,1,2,0,166,4193036
1,0.802,0.744,-5.968,0.078,0.0807,0.0917,0.45,99.983,6,1,29,0.79,65,7435864
2,0.722,0.744,-5.52,0.0363,0.0234,0.143,0.686,125.985,11,0,20,0.66575,48,9283638
1,0.438,0.428,-14.861,0.0263,0.0841,0.138,0.209,94.864,7,1,1,0.72,200,3639673
1,0.758,0.448,-9.441,0.103,0.0309,0.558,0.373,77.176,7,1,20,0.95,1,54891573
1,0.548,0.58,-7.524,0.121,0.104,0.127,0.462,180.066,11,0,4,0.81,14,14973023
1,0.655,0.839,-5.076,0.443,0.00534,0.308,0.55,74.867,9,0,5,0.95,19,14166956
3,0.615,0.833,-3.377,0.39,0.0524,0.171,0.538,212.117,9,1,14,0.716666666666667,63,7958019
3,0.599,0.857,-5.7,0.299,0.0321,0.4,0.469,187.985,7,1,5,0.743333333333333,112,5550012
2,0.803,0.695,-5.164,0.0413,0.0622,0.105,0.458,119.978,4,0,2,0.795,116,5440414
1,0.793,0.554,-6.624,0.0451,0.00695,0.127,0.225,119.993,11,0,1,0.8,121,5286969
4,0.653,0.809,-4.057,0.0474,0.194,0.165,0.55,92.213,0,1,49,0.692295918367347,9,19683315
1,0.786,0.846,-3.468,0.0505,0.174,0.413,0.819,95.005,1,1,23,0.88,9,18341763
1,0.798,0.627,-6.234,0.111,0.263,0.211,0.762,149.989,9,1,1,0.78,132,4984823
1,0.716,0.805,-3.839,0.0856,0.014,0.291,0.719,142.886,4,1,11,0.742727272727273,3,23681960
2,0.672,0.82,-5.473,0.0767,0.0342,0.0921,0.463,100.069,0,1,14,0.66,34,11580726
2,0.777,0.721,-6.097,0.0719,0.0774,0.0801,0.665,161.976,6,1,1,0.665,164,4385906
2,0.776,0.732,-3.719,0.081,0.175,0.364,0.383,144.076,8,1,1,0.62,175,4154936
1,0.527,0.465,-8.055,0.227,0.175,0.0661,0.765,137.033,7,0,17,0.56,142,4678700
1,0.913,0.788,-2.889,0.263,0.0546,0.168,0.544,120.934,10,0,1,0,193,3824938
3,0.747,0.641,-4.502,0.0925,0.25,0.106,0.453,100.028,1,1,1,0.713333333333333,194,3806790
