"artist_num","danceability","energy","loudness","speechiness","acousticness","liveness","valence","tempo","key","mode","n_weeks","art_popularity","best_rank","max_streams"
2,0.722,0.331,-7.789,0.0726,0.337,0.146,0.102,143.961,8,1,11,0.91,166,3444828
1,0.513,0.768,-4.868,0.0587,0.0118,0.294,0.235,84.264,4,0,2,0.55,167,2975537
1,0.702,0.77,-5.416,0.0482,0.124,0.103,0.593,107.951,9,0,3,0.94,168,2970917
1,0.623,0.654,-5.675,0.0372,0.0545,0.0838,0.401,95.921,0,0,27,0.7,53,8434399
1,0.586,0.525,-7.163,0.0615,0.111,0.134,0.508,133.629,1,0,4,0.94,167,2976352
1,0.692,0.744,-4.565,0.257,0.00868,0.359,0.0612,171.374,2,1,30,0.91,145,4025715
1,0.491,0.693,-6.487,0.0377,0.211,0.325,0.412,90.027,0,0,2,0.89,172,2915614
2,0.693,0.65,-8.376,0.192,0.0398,0.186,0.663,85.026,1,1,2,0.69,173,2913658
3,0.713,0.733,-6.431,0.152,0.0933,0.237,0.502,108.992,6,1,9,0.536666666666667,104,4379562
2,0.598,0.532,-6.833,0.0295,0.0668,0.0617,0.261,74.963,3,0,2,0.745,175,2895921
1,0.692,0.521,-8.465,0.33,0.301,0.0565,0.463,100.45,10,0,7,0.86,172,3076047
1,0.668,0.449,-7.897,0.0451,0.477,0.107,0.154,129.889,0,1,17,0.85,79,5453617
1,0.665,0.771,-5.779,0.0533,0.0155,0.46,0.764,109.948,0,1,2,0.94,178,2758336
2,0.618,0.727,-7.224,0.208,0.0312,0.196,0.401,164.992,3,0,6,0.915,175,2991273
2,0.665,0.771,-5.124,0.14,0.126,0.27,0.732,88.835,1,0,8,0.735,159,3371285
2,0.856,0.609,-7.223,0.0824,0.00801,0.0344,0.928,114.988,0,1,1,0.815,181,2706799
1,0.733,0.71,-5.849,0.0292,0.145,0.0956,0.965,127.975,5,0,2,0.72,177,3684926
1,0.414,0.404,-9.928,0.0499,0.271,0.3,0.224,71.105,0,0,1,0.85,183,2684017
2,0.827,0.646,-4.727,0.0766,0.0724,0.247,0.512,92.057,1,0,9,0.715,160,3387477
1,0.688,0.702,-4.792,0.0499,0.0215,0.128,0.74,94.006,7,0,1,0.78,185,2673597
2,0.636,0.815,-5.098,0.0581,0.0185,0.163,0.636,123.063,5,0,1,0.7,186,2670842
1,0.616,0.424,-8.237,0.251,0.284,0.173,0.582,76.676,1,1,2,0.94,187,2669838
1,0.743,0.659,-6.755,0.0343,0.0998,0.0622,0.804,114.033,10,1,5,0.73,166,3053924
1,0.638,0.924,-3.887,0.036,0.00205,0.149,0.53,111.995,7,1,1,0.89,189,2638669
4,0.641,0.922,-4.457,0.0786,0.0291,0.0862,0.847,146.078,2,1,6,0.738333333333333,155,5272789
1,0.832,0.608,-6.042,0.0385,0.282,0.0761,0.589,94.013,6,0,1,0.82,191,2630356
1,0.841,0.728,-3.37,0.0484,0.0847,0.149,0.43,130.049,7,1,189,0.874444444444444,13,22652793
1,0.356,0.924,-3.74,0.0808,0.00101,0.0953,0.232,148.017,1,1,37,0.773783783783784,148,4632725
2,0.648,0.736,-7.948,0.0385,0.0444,0.171,0.378,103.027,8,1,1,0.67,194,2598170
1,0.675,0.562,-7.678,0.0352,0.233,0.0816,0.309,130.098,7,1,56,0.89,100,5238043
1,0.465,0.735,-3.715,0.117,0.0711,0.0975,0.409,173.935,6,1,1,0.92,196,2580512
1,0.422,0.264,-7.064,0.0322,0.922,0.132,0.331,119.93,8,1,9,0.78,147,3582194
1,0.748,0.788,-7.055,0.0334,0.0591,0.0863,0.884,120.076,1,1,1,0.86,198,2541963
1,0.509,0.538,-7.335,0.0572,0.385,0.104,0.244,75.089,7,1,25,0.71,170,4815894
1,0.729,0.888,-2.864,0.122,0.117,0.125,0.8,177.908,10,1,1,0.88,200,2525159
1,0.825,0.652,-3.183,0.0802,0.581,0.0931,0.931,95.977,1,0,217,0.904792626728111,1,64275251
1,0.461,0.834,-4.868,0.0989,0.0232,0.14,0.471,135.007,2,1,54,0.91,2,35168298
2,0.657,0.703,-3.402,0.0753,0.222,0.256,0.338,122.381,1,1,17,0.665,40,9331622
1,0.642,0.289,-9.918,0.0367,0.669,0.18,0.407,84.996,9,1,1,0.91,102,4292924
1,0.581,0.0549,-20.514,0.0397,0.559,0.0718,0.234,152.037,10,0,6,0.91,135,3539885
1,0.422,0.745,-4.632,0.0378,0.221,0.0981,0.588,95.487,8,1,12,0.5,65,6178555
1,0.806,0.608,-7.008,0.0659,0.0113,0.635,0.849,95.049,1,1,2,0.91,156,3156722
1,0.53,0.346,-10.497,0.0376,0.697,0.105,0.359,121.876,8,1,2,0.91,160,3237638
2,0.786,0.854,-4.247,0.0523,0.0729,0.179,0.687,105.078,2,1,12,0.595,90,4980267
1,0.526,0.328,-9.864,0.0461,0.694,0.112,0.11,116.068,1,1,1,0.91,168,2968164
1,0.812,0.522,-5.287,0.257,0.0433,0.154,0.38,75.524,2,1,17,0.79,48,7952025
3,0.762,0.576,-4.951,0.0829,0.0556,0.0869,0.316,142.096,1,0,5,0.816666666666667,180,2894718
2,0.551,0.851,-3.277,0.197,0.0748,0.0784,0.1,171.411,1,1,26,0.835,157,3965342
2,0.876,0.669,-6.054,0.138,0.163,0.185,0.682,124.007,11,0,30,0.725,17,15033096
1,0.653,0.658,-6.428,0.0304,0.0215,0.0939,0.219,99.99,2,1,46,0.81,2,28928405
2,0.66,0.786,-4.757,0.17,0.209,0.112,0.846,177.833,2,1,60,0.815,4,27141506
1,0.723,0.669,-6.784,0.0348,0.0522,0.109,0.35,125.051,0,1,2,0.66,103,4391043
1,0.627,0.721,-7.782,0.0304,0.296,0.231,0.383,130.08,0,0,1,0.66,120,3923573
1,0.865,0.687,-3.744,0.217,0.242,0.158,0.486,139.023,10,0,34,0.77,38,9703128
1,0.617,0.642,-8.624,0.0334,0.13,0.0929,0.221,105.885,8,1,10,0.6,108,4625388
1,0.774,0.709,-6.166,0.0465,0.00224,0.21,0.565,119.982,8,1,1,0.66,144,3445230
1,0.76,0.63,-6.752,0.0582,0.096,0.113,0.502,100.977,1,1,16,0.52,67,6059459
2,0.746,0.631,-7.968,0.231,0.218,0.222,0.342,104.047,8,0,9,0.555,86,5242167
1,0.38,0.553,-6.621,0.0653,0.421,0.0788,0.384,179.629,7,1,14,0.78,103,4733401
2,0.629,0.764,-4.023,0.036,0.00981,0.221,0.577,123.972,7,1,1,0.665,183,2907354
1,0.683,0.427,-6.827,0.0777,0.368,0.0604,0.426,113.634,8,1,26,0.75,9,18870235
1,0.548,0.731,-6.997,0.0704,0.00308,0.123,0.477,131.973,5,0,1,0.84,189,2827992
2,0.761,0.82,-4.003,0.0623,0.125,0.183,0.619,88.997,1,1,25,0.8,141,3968579
1,0.674,0.593,-6.47,0.0582,0.201,0.209,0.464,116.995,11,0,1,0.51,196,2753947
1,0.523,0.591,-8.772,0.0543,0.494,0.0788,0.195,173.94,1,1,1,0.66,198,2705104
1,0.752,0.543,-9.483,0.0398,0.623,0.107,0.282,126.001,1,1,1,0.66,200,2692337
1,0.683,0.691,-5.535,0.0432,0.243,0.14,0.732,179.91,8,1,35,0.82,32,10565160
1,0.85,0.461,-9.018,0.0531,0.591,0.0922,0.621,94.037,6,0,1,0.78,139,3596116
2,0.483,0.121,-15.133,0.0349,0.91,0.0885,0.419,106.032,2,0,5,0.555,134,3861545
2,0.85,0.405,-7.509,0.225,0.119,0.0707,0.344,139.976,7,0,10,0.865,142,3801432
1,0.718,0.583,-7.884,0.0288,0.623,0.0612,0.422,119.971,7,1,1,0.78,164,3079976
1,0.638,0.6,-5.84,0.0438,0.114,0.187,0.0399,101.981,1,0,2,0.73,170,2958265
1,0.584,0.752,-6.689,0.058,0.018,0.647,0.791,125.797,8,1,3,0.47,162,3247944
2,0.63,0.804,-4.183,0.0363,0.215,0.253,0.492,123.146,6,1,125,0.84736,20,15654840
1,0.479,0.419,-6.517,0.0389,0.568,0.11,0.186,85.014,0,1,18,0.889444444444444,148,4183599
1,0.566,0.664,-5.303,0.0464,0.634,0.116,0.437,128.945,4,0,3,0.78,166,3347525
1,0.557,0.442,-7.224,0.0243,0.731,0.11,0.213,146.277,5,1,23,0.89,160,3795147
2,0.584,0.54,-7.786,0.0576,0.0895,0.261,0.195,137.972,1,0,53,0.83,5,22617665
3,0.803,0.743,-3.602,0.0681,0.105,0.099,0.674,108.005,1,0,19,0.796666666666667,17,13758798
2,0.726,0.576,-7.341,0.146,0.085,0.0458,0.783,82.055,0,1,3,0.79,88,4926973
2,0.745,0.686,-5.7,0.0313,0.528,0.176,0.437,121.978,4,0,3,0.825,101,4598755
1,0.852,0.727,-4.851,0.267,0.0962,0.154,0.496,130.015,1,1,2,0.77,116,4238619
2,0.92,0.675,-5.661,0.263,0.307,0.104,0.749,141.967,1,0,43,0.775,71,6390591
1,0.95,0.743,-5.861,0.238,0.0646,0.103,0.619,136.983,10,0,7,0.77,118,4158758
5,0.639,0.869,-4.024,0.147,0.27,0.0802,0.767,169.801,11,1,42,0.832,91,5515461
2,0.825,0.7,-5.099,0.243,0.0379,0.139,0.317,132.994,11,0,1,0.79,182,2968217
1,0.907,0.489,-5.79,0.158,0.0477,0.115,0.252,136.982,8,1,1,0.77,193,2829619
2,0.482,0.781,-5.334,0.411,0.629,0.413,0.336,57.967,11,1,5,0.85,42,8921805
1,0.779,0.787,-4.305,0.108,0.0524,0.14,0.708,124.982,10,0,51,0.89,16,16884406
1,0.525,0.804,-6.453,0.25,0.329,0.228,0.143,125.068,8,1,1,0.79,98,4728672
2,0.779,0.56,-7.564,0.253,0.258,0.241,0.421,142.032,10,0,2,0.78,109,4495180
1,0.747,0.704,-6.743,0.0986,0.136,0.131,0.494,136.936,1,1,1,0.79,111,4485894
1,0.62,0.609,-8.831,0.145,0.44,0.115,0.404,142.042,8,1,1,0.79,137,3793026
1,0.732,0.458,-7.225,0.0311,0.447,0.136,0.661,98.938,5,1,40,0.71,62,6940390
2,0.505,0.611,-5.976,0.0648,0.826,0.108,0.176,85.944,7,0,1,0.77,159,3409899
