,username,day,title,inTitle
0,khaby00,03-02-2022,Premio La Moda veste la Pace al tiktoker Khaby Lame,True
1,khaby00,04-13-2022,"Meno tweet meno post, influencer poco esposti sulla guerra in Ucraina",False
2,khaby00,05-27-2022,TikToker Khaby Lame inaugura biblioteca per bambini al Gaslini,True
3,khaby00,06-23-2022,Khaby Lame il personaggio più seguito al mondo su TikTok,True
4,khaby00,06-23-2022,Ora e' Khaby Lame il tiktoker piu' seguito al mondo,True
5,khaby00,06-24-2022,Cittadinanza italiana per Khaby Lame,True
6,khaby00,07-21-2022,"Juventus negli Usa con Bremer, otto gli assenti",False
7,khaby00,07-21-2022,"Juventus, Khaby Lame svela la seconda maglia",True
8,khaby00,07-21-2022,"Juve in partenza per Usa con Bremer, otto gli assenti",False
9,khaby00,08-03-2022,"Khaby Lame volto per Boss, firma anche capsule",True
10,khaby00,08-04-2022,Moda: Khaby Lame volto per Boss con Matteo Berrettini,True
11,khaby00,08-17-2022,"Il ""Re"" di TikTok Khaby Lame diventa cittadino italiano",True
12,khaby00,08-17-2022,"Il ""Re"" di TikTok Khaby Lame diventa cittadino italiano",True
13,khaby00,08-17-2022,'Re' del TikTok Khaby Lame diventa cittadino italiano,True
14,khaby00,08-18-2022,"Khaby Lame diventa cittadino italiano. Il Re di TikTok: ""Mi sentivo italiano anche prima""",True
15,khaby00,08-18-2022,"Khaby Lame, il re dei tiktoker, è diventato cittadino italiano",True
16,khaby00,12-13-2022,"Risate e lezioni fisica, il 2022 in Italia visto da Tik Tok",False
17,chiaraferragni,01-02-2022,"Chiara Ferragni, ""sono negativa, Fede ancora positivo al Covid""",True
18,chiaraferragni,01-02-2022,"Covid: Chiara Ferragni, sono negativa, Fedez ancora no",True
19,chiaraferragni,01-02-2022,"Covid, Chiara Ferragni: ""Sono negativa, mentre Fede e' ancora positivo""",True
20,chiaraferragni,01-02-2022,"Chiara Ferragni, ""io negativa, Fede ancora positivo Covid""",True
21,chiaraferragni,01-06-2022,Influencer amica di Ferragni derubata a casa da 4 donne,False
22,chiaraferragni,01-06-2022,Influencer amica di Ferragni derubata a casa da 4 donne,False
23,chiaraferragni,01-31-2022,"Cantanti sui social, dominano Emma, Elisa, Morandi",False
24,chiaraferragni,02-10-2022,"Influencer Marketing, aumenta la trasparenza sui post commerciali, +69%",False
25,chiaraferragni,02-14-2022,San Valentino: Chiara Ferragni celebra amore egualitario,True
26,chiaraferragni,02-19-2022,"Rapinano youtuber a Milano, tre arrestati",False
27,chiaraferragni,02-23-2022,"La passerella di Fendi, e c'è anche Chiara Ferragni",True
28,chiaraferragni,02-23-2022,Chiara Ferragni firma una sua linea profumi,True
29,chiaraferragni,02-23-2022,Chiara Ferragni firma una sua linea di profumi,True
30,chiaraferragni,02-24-2022,"Le Ferragni in prima pagina New York Times, Kardashian italiane",False
31,chiaraferragni,02-24-2022,Sorelle Ferragni conquistano prima pagina del NYT,False
32,chiaraferragni,03-01-2022,"Ferragni, sosteniamo raccolta fondi della Croce Rossa",False
33,chiaraferragni,03-02-2022,"Milano, collezione Dior: Chiara Ferragni e alcune modelle",True
34,chiaraferragni,03-17-2022,"Fedez in lacrime, sono malato",False
35,chiaraferragni,03-23-2022,"Fedez operato all'ospedale San Raffaele di Milano, Ferragni ""presto a casa""",False
36,chiaraferragni,03-24-2022,"Fedez, scoperto raro tumore neuroendocrino del pancreas",False
37,chiaraferragni,03-26-2022,Facci fallire! La solidarietà dissacrante di Taffo a Fedez,False
38,chiaraferragni,03-30-2022,Fedez: in vista dimissioni dal San Raffaele,False
39,chiaraferragni,03-31-2022,"Fedez torna a casa ""I medici mi hanno salvato la vita""",False
40,chiaraferragni,03-31-2022,"Fedez torna a casa: 'Grazie ai medici, torno a vivere'",False
41,chiaraferragni,03-31-2022,"Fedez esce dal San Raffaele, 'sto bene'",False
42,chiaraferragni,03-31-2022,Fedez ringrazia i sanitari: 'Mi avete salvato la vita',False
43,chiaraferragni,03-31-2022,"Fedez dimesso dal San Raffaele: ""Sto bene, grazie a tutti""",False
44,chiaraferragni,04-11-2022,"Corona:definì ebeti i Ferragnez, ordinata imputazione coatta",True
45,chiaraferragni,04-26-2022,">>>ANSA/ Fedez giudice per X Factor 2022, ""Torno a casa""",False
46,chiaraferragni,05-02-2022,Fedez e Chiara Ferragni al Gala del Met,True
47,chiaraferragni,05-02-2022,Chiara Ferragni e Fedez andranno al Met Gala di New York,True
48,chiaraferragni,05-03-2022,Al Met Gala Kim Kardashian ruba la scena come Marilyn,False
49,chiaraferragni,05-03-2022,"Ferragnez conquistano il gala del Met, KK nel vestito di Marilyn",True
50,chiaraferragni,05-03-2022,Met Gala: Kim Kardashian ruba la scena come Marilyn,False
51,chiaraferragni,05-04-2022,"Chiara Ferragni e Fedez al Met Gala, tra Elon Musk e Gigi Hadid",True
52,chiaraferragni,05-05-2022,"Valentina Ferragni, io e Chiara tra i miei gioielli",False
53,chiaraferragni,05-05-2022,"Curatori di musei in armi per Kardashian vestita Marilyn , è abito storico",False
54,chiaraferragni,05-10-2022,"Giorgia Soleri, io la Signorina Nessuno",False
55,chiaraferragni,05-10-2022,"Libro del giorno: Giorgia Soleri, io Signorina Nessuno",False
56,chiaraferragni,05-10-2022,"Giorgia Soleri, io Signorina Nessuno e Icaro",False
57,chiaraferragni,05-18-2022,"Segre invita Chiara Ferragni al Memoriale della Shoah, porterebbe giovani ",True
58,chiaraferragni,05-18-2022,"Segre invita Ferragni a Memoriale Shoah, porterebbe giovani",False
59,chiaraferragni,05-18-2022,"Fedez, Segre partecipi a nostro podcast Muschio Selvaggio",False
60,chiaraferragni,05-18-2022,"Fedez, Segre partecipi a nostro podcast Muschio Selvaggio",False
61,chiaraferragni,05-20-2022,Parata di vip a Portofino per il terzo sì di Kardashian e Barker,False
62,chiaraferragni,05-20-2022,Parata di vip a Portofino per il terzo sì di Kourtney Kardashian e Barker,False
63,chiaraferragni,05-23-2022,"Kourtney e Travis, nozze a Portofino firmate Dolce e Gabbana",False
64,chiaraferragni,05-24-2022,"Chiara Ferragni: ""Psicoterapia utile a chiunque""",True
65,chiaraferragni,06-01-2022,"Datamediahub, quanto e come si è parlato di Dua Lipa & gli Uffizi",False
66,chiaraferragni,06-07-2022,"Lorenzo Fragola pubblica video dopo attacco panico, ""Parlatene""",False
67,chiaraferragni,06-09-2022,"Ferragni incontra Segre, sua storia mi ha molto colpito",False
68,chiaraferragni,06-09-2022,Chiara Ferragni incontra Liliana Segre: 'La sua storia mi ha molto colpito',True
69,chiaraferragni,06-09-2022,Teatri d'opera sempre più social e cresce pubblico giovane,False
70,chiaraferragni,06-12-2022,"""Non voglio morire"", la confessione di Fedez allo psicologo",False
71,chiaraferragni,06-13-2022,"Fedez e l'audio dallo psicologo, 'Non voglio morire'",False
72,chiaraferragni,06-19-2022,"Marco Mengoni a San Siro, un inno agli anni '70",False
73,chiaraferragni,06-20-2022,"Sanremo, Chiara Ferragni co-conduttrice prima e ultima sera",True
74,chiaraferragni,06-20-2022,"Sanremo, Chiara Ferragni co-conduttrice della prima e ultima serata",True
75,chiaraferragni,06-21-2022,"Web e impatto sui giovani, affare Ferragni a Sanremo",False
76,chiaraferragni,06-21-2022,"In Italia si legge poco, influencer in soccorso per farne una moda",False
77,chiaraferragni,06-21-2022,"Chiara Ferragni co-conduttrice di Sanremo, Fedez si congratula con la moglie",True
78,chiaraferragni,06-22-2022,"Ferragni, la 'tremarella' per Sanremo e la nascita del nipotino",False
79,chiaraferragni,06-22-2022,"Francesca Ferragni e' diventata mamma, le prime immagini del piccolo Edoardo",False
80,chiaraferragni,06-22-2022,"Talkwalker, Amici, GF Vip e Sanremo i programmi più social",False
81,chiaraferragni,06-23-2022,Toscani: 'Ferragni è la fotografa più importante del momento',False
82,chiaraferragni,06-23-2022,"Make it short, Galleria Nazionale di Roma 'in breve' su YouTube",False
83,chiaraferragni,06-27-2022,Liliana Segre e Chiara Ferragni visitano il Memoriale della Shoah,True
84,chiaraferragni,06-27-2022,Liliana Segre e Chiara Ferragni insieme al Memoriale della Shoah,True
85,chiaraferragni,06-27-2022,Segre e Ferragni al memoriale della Shoah,False
86,chiaraferragni,06-28-2022,"Da D'Amico a Marcuzzi, stagione Rai al femminile    ",False
87,chiaraferragni,06-28-2022,"Da D'amico a Marcuzzi, nuova stagione Rai al femminile",False
88,chiaraferragni,06-28-2022,"Concerto Fedez e J-Ax a Milano, si riempie piazza Duomo",False
89,chiaraferragni,06-30-2022,"The Ferragnez la serie, seconda stagione su Prime Video",True
90,chiaraferragni,07-03-2022,"Chiara Francini, Essere una ragazza come io",False
91,chiaraferragni,07-03-2022,"Francini, Sanremo? Potremmo fare edizione delle Chiara",False
92,chiaraferragni,07-13-2022,"Sicurezza: Confcommercio, appello Ferragni sia stimolo positivo",False
93,chiaraferragni,07-13-2022,"Sicurezza: Ferragni, a Milano situazione è fuori controllo",False
94,chiaraferragni,07-14-2022,Chiara Ferragni: 'La sicurezza a Milano è fuori controllo'. La replica di Sala,True
95,chiaraferragni,07-14-2022,"Sala, sulla sicurezza non condivido quanto dice Chiara Ferragni",True
96,chiaraferragni,07-15-2022,"Ferragni: 'Sulla sicurezza uno sfogo, orgogliosa del lavoro di Sala'",False
97,chiaraferragni,07-15-2022,"Ferragni 'su sicurezza uno sfogo, orgogliosa lavoro Sala'",False
98,chiaraferragni,07-19-2022,Spagnola Natruly cresce in Italia e si allea con Foorban,False
99,chiaraferragni,07-19-2022,"Da Lillo Kung Fu a Fedez e Matano, i volti di Prime Video",False
100,chiaraferragni,07-27-2022,"Milano, nuova casa per i Ferragnez: la coppia visita il cantiere",True
101,chiaraferragni,08-05-2022,"Estate a tutta rafia e crochet, dal cappello alla borsa accessori must have",False
102,chiaraferragni,08-22-2022,"Ferragnez post estremo, utenti ""cattivo esempio""",True
103,chiaraferragni,08-22-2022,"Ferragnez, video mozzafiato sull'orlo di un precipizio: scoppia la polemica",True
104,chiaraferragni,08-24-2022,"Amadeus spegne 60 candeline, da dj a re di Sanremo",False
105,chiaraferragni,08-24-2022,"Chiara Ferragni contro Meloni, rischiamo una politica contro l'aborto",True
106,chiaraferragni,08-24-2022,"Aborto, in Italia il tasso tra i più bassi al mondo",False
107,chiaraferragni,08-24-2022,"Chiara Ferragni contro FdI, rischiamo politica anti aborto",True
108,chiaraferragni,08-24-2022,"Chiara Ferragni contro FdI, rischiamo politica contro aborto",True
109,chiaraferragni,08-24-2022,"Fiorello scherza con Amadeus: ""Siamo i nuovi Ferragnez, gli Amarello""",True
110,chiaraferragni,08-25-2022,"Back to school, accessori e moda tutte le novità per l'anno scolastico 2022/2023",False
111,chiaraferragni,09-01-2022,"Ferragnez, 4 anni nozze, ""notti a piangere ci hanno fortificato""",True
112,chiaraferragni,09-09-2022,"F1: nel paddock di Monza c'è Giroud, atteso Stallone",False
113,chiaraferragni,09-11-2022,"Fedez a Fdi,'a 18 anni insultavo cc? Meloni apprezzava duce'",False
114,chiaraferragni,09-11-2022,"Fedez, a 18 anni Meloni diceva che Mussolini ha fatto del bene",False
115,chiaraferragni,09-11-2022,Fedez e Chiara Ferragni nel paddock del Gp di Formula 1,True
116,chiaraferragni,09-11-2022,"F1: Verstappen trionfa ancora, ma Monza fischia la safety car",False
117,chiaraferragni,09-14-2022,"Elezioni, Chiara Ferragni, ""Il 25 settembre fate sentire la vostra voce""",True
118,chiaraferragni,09-14-2022,"Elezioni, Ferragni, ""Il 25 settembre fate sentire vostra voce""",False
119,chiaraferragni,09-16-2022,Chiara Ferragni con lo staff su Costa Toscana,True
120,chiaraferragni,09-17-2022,"Fashion influencer, Ferragni sempre al top. Il trend sono i reel, consigli formato video",False
121,chiaraferragni,09-24-2022,"Apre la Biennale Antiquariato a Firenze, 80 gallerie e mecenati",False
122,chiaraferragni,09-25-2022,"Chiara Ferragni 'andate a votare', Gassmann cita Pertini",True
123,chiaraferragni,10-04-2022,"Gen Z sdogana parrucche, chiome posticce e elastici enormi per capelli ‘a fontana’",False
124,chiaraferragni,10-05-2022,"Ferragni, ora mi concentro su Sanremo, progetto più challenging",False
125,chiaraferragni,10-12-2022,"Il device ti fa bella, guida agli accessori beauty per il viso",False
126,chiaraferragni,10-12-2022,"Sanremo: Chiara Ferragni su Instagram, ci vediamo presto",True
127,chiaraferragni,10-24-2022,"Liliana Segre a ""Che tempo che fa"": ""Chiara Ferragni con me nipote affettuosa""",True
128,chiaraferragni,10-27-2022,"Sbagliata Ascendente Leone, il docufilm dedicato a Emma",False
129,chiaraferragni,11-04-2022,"Next Generation Fest, a Firenze il festival della Generazione Z",False
130,chiaraferragni,11-05-2022,"Ferragni, i valori dei giovani non sono rappresentati in questa società",False
131,chiaraferragni,11-05-2022,"Ferragni, valori giovani non rappresentati in questa società",False
132,chiaraferragni,11-24-2022,"Simone Marchetti, Vanity Fair Stories parlerà di cambiamento",False
133,chiaraferragni,11-30-2022,"L'albero di Natale 2022? Gli addobbi più cool hanno decori ironici, alternativi, personalizzati",False
134,chiaraferragni,12-03-2022,"Ferragni: ""Straordinario affiancare Ama e Morandi a Sanremo""",False
135,chiaraferragni,12-03-2022,"Ferragni, straordinario affiancare Ama e Morandi a Sanremo",False
136,chiaraferragni,12-05-2022,"Viva Rai2!, Fiorello show tra Sanremo e ironia sul governo. Amadeus rivela Francesca Fagnani co-conduttrice del Festival per una sera",False
137,chiaraferragni,12-12-2022,"Chiara Ferragni e il cerotto sul braccio: ""ho rimosso un neo""",True
138,chiaraferragni,12-12-2022,"Chiara Ferragni, il cerotto sul braccio, ho rimosso un neo",True
139,chiaraferragni,12-18-2022,"Lo sfogo di Chiara Ferragni contro gli haters: ""Mi fate schifo""",True
140,chiaraferragni,12-19-2022,"Dinastie, da Prada ai Ferragnez, la nobiltà senza blasone",True
141,chiaraferragni,12-19-2022,"ANSA/ Dinastie, da Prada ai Ferragnez, nobiltà senza blasone",True
142,chiaraferragni,12-26-2022,"E' l'ora di Sabrina, americani pazzi per Impacciatore",False
143,chiaraferragni,12-26-2022,"E' l'ora di Sabrina, americani pazzi per Impacciatore",False
144,chiaraferragni,12-26-2022,"E' l'ora di Sabrina, americani pazzi per Impacciatore",False
145,chiaraferragni,12-27-2022,"Amadeus, ho voluto Chiara Ferragni a Sanremo già dal primo anno",True
146,gianlucavacchi,05-04-2022,Su Prime Video arriva il docu Gianluca Vacchi: Mucho Más,True
147,gianlucavacchi,05-19-2022,"Oltre ai social c'e' ""Mucho Mas"". Su Prime Video il documentario su Gianluca Vacchi",True
148,gianlucavacchi,05-29-2022,"'Fermate la docuserie su Vacchi', rivolta del web dopo le denunce",False
149,gianlucavacchi,05-30-2022,"Gianluca Vacchi, contro di me falsità e frasi offensive",True
150,gianlucavacchi,09-19-2022,"Pio e Amedeo, coppia più irriverente con Emigratis",False
151,gianlucavacchi,10-04-2022,Legali Gianluca Vacchi: notizie false e realtà manipolata,True
152,gianlucavacchi,10-13-2022,"Dottorato a Cucinelli, l'umanesimo del cuore",False
153,gianlucavacchi,10-27-2022,"Sbagliata Ascendente Leone, il docufilm dedicato a Emma",False
154,iammichelemorroneofficial,05-11-2022,"Confcommercio:Cosenza,Rossi presidente Giovani imprenditori",False
155,iammichelemorroneofficial,06-03-2022,Vicedomini torna sui Rai2 con magazine 'Felicità',False
156,iammichelemorroneofficial,06-10-2022,Ricky Martin tra gli ospiti di Felicità (Rai 2),False
157,iammichelemorroneofficial,06-18-2022,"Dolce e Gabbana , la collezione uomo è antologia anni 90 'rieditiamo il meglio di ieri'",False
158,iammichelemorroneofficial,06-23-2022,"Al Social World Festival premi a Servillo, Avati e Banfi",False
159,iammichelemorroneofficial,07-04-2022,"Cinema: Servillo, facciamo di Napoli città formazione attori",False
160,iammichelemorroneofficial,12-28-2022,Un anno di politica in Emilia-Romagna,False
161,iammichelemorroneofficial,12-28-2022,>>>ANSA/ Un anno di politica in Emilia-Romagna,False
162,valeyellow46,01-16-2022,"Lac, 3 lupi uccisi nelle Marche per campagna odio e terrore",False
163,valeyellow46,01-18-2022,"10 anni dalla morte di Simoncelli, il docu SIC arriva su Sky",False
164,valeyellow46,02-05-2022,">ANSA-FOCUS/ Sanremo: Giovanna, il mio Festival da first lady",False
165,valeyellow46,02-07-2022,Asi Motoshow torna in pista con la Yamaha di Valentino Rossi,False
166,valeyellow46,02-13-2022,REPORTAGE/ Nel rifugio antiaereo della scuola di Kiev,False
167,valeyellow46,02-13-2022,S.Valentino: a Valenza cuori a cittadini e commercianti,False
168,valeyellow46,02-14-2022,Jill Biden cita la Bibbia nel biglietto San Valentino agli Usa,False
169,valeyellow46,02-14-2022,San Valentino: Comune Calabria dedica febbraio a innamorati,False
170,valeyellow46,02-15-2022,"Da Goggia a Valentino, quei folli recuperi-lampo",False
171,valeyellow46,02-16-2022,Auto: Valentino Rossi torna in pista per test campionato GT,True
172,valeyellow46,02-16-2022,Valentino Rossi torna in pista per test campionato GT,True
173,valeyellow46,02-21-2022,"Moto: Ezpeleta, Rossi non corre più ma c'è sua grande eredità",False
174,valeyellow46,02-23-2022,Moto: Valentino Rossi prepara presentazione 'Vr46 racing team',True
175,valeyellow46,02-23-2022,Moto: si alza sipario sul 2022 di Misano e del team Sic58,False
176,valeyellow46,02-24-2022,"Ecco Mooney VR46, team Valentino Rossi in MotoGP",True
177,valeyellow46,03-03-2022,"Moto: riparte mondiale, occhi puntati su Bagnaia",False
178,valeyellow46,03-04-2022,"Moto: Valentino Rossi è diventato papà, è nata Giulietta",True
179,valeyellow46,03-04-2022,"Valentino Rossi è diventato papà, è nata Giulietta",True
180,valeyellow46,03-04-2022,"Moto: Valentino Rossi è diventato papà, è nata Giulietta",True
181,valeyellow46,03-06-2022,"Moto: in Qatar tris Italia, trionfo Bastianini in MotoGp ",False
182,valeyellow46,03-16-2022,Premio Ussi 'Lo sport e chi lo racconta':vincitori edizione 2021,False
183,valeyellow46,03-16-2022,"Weekend a teatro tra Argentero, Scalera e Dix",False
184,valeyellow46,03-16-2022,"Weekend: Teatro; in scena Argentero, Scalera e Dix",False
185,valeyellow46,03-28-2022,La margherita di Guru torna in scena con tre collaborazioni,False
186,valeyellow46,03-28-2022,"Aprilia All Stars, appuntamento a Misano il 7 maggio",False
187,valeyellow46,03-29-2022,"Auto: parte nuova sfida Valentino Rossi, in weekend a 3 Ore Imola",False
188,valeyellow46,03-29-2022,"Auto:parte nuova sfida Rossi, in weekend a 3 Ore Imola",False
189,valeyellow46,03-29-2022,Moto: Aprilia All Stars torna sul circuito di Misano,False
190,valeyellow46,04-02-2022,"Dalle moto alle auto, ecco il nuovo Rossi 'uguale a Hamilton'",False
191,valeyellow46,04-02-2022,Auto: Valentino Rossi 'voglio correre 24 ore di Le Mans',True
192,valeyellow46,04-02-2022,"Auto: parte avventura Rossi in GT Wce, 6/o in libere Imola",False
193,valeyellow46,04-03-2022,"Rimonta ed errori, esordio Rossi in auto è sempre show",False
194,valeyellow46,04-03-2022,"Rimonta ed errori, esordio Rossi in auto è sempre show",False
195,valeyellow46,04-04-2022,Lo sport e il giornalismo uniti nel nome di Franco Lauro,False
196,valeyellow46,04-04-2022,"Jorge Lorenzo come Valentino Rossi, passa dalle due alle 4 ruote",False
197,valeyellow46,04-04-2022,"Auto-moto: Lorenzo come Rossi, passa dalle due alle 4 ruote",False
198,valeyellow46,04-09-2022,"MotoGp Americhe: Martin in pole, cinque Ducati davanti a tutti",False
199,valeyellow46,04-13-2022,"Vinitaly: Consorzio tutela vini d'Abruzzo, edizione ripartenza",False
200,valeyellow46,04-15-2022,Auto:Lorenzo alla Carrera Cup'con Rossi e Pedrosa sogno Le Mans',False
201,valeyellow46,04-24-2022,"Moto, si rivede Valentino Rossi: ""Bello tornare nel paddock""",False
202,valeyellow46,05-09-2022,A Milano i tatuatori preferiti di rapper e calciatori,False
203,valeyellow46,05-10-2022,Valentino Rossi in visita allo Yamaha VR46 Master Camp,True
204,valeyellow46,05-11-2022,"I 90 anni di Valentino, gli auguri della sua maison",False
205,valeyellow46,05-11-2022,La sua Voghera dedica una mostra a Valentino,False
206,valeyellow46,05-12-2022,"Malago': ""Nibali come Valentino Rossi e la Pellegrini, gratitudine infinita""",True
207,valeyellow46,05-12-2022,"Ita:consegnato primo Airbus A350, dedicato a Valentino Rossi",False
208,valeyellow46,05-13-2022,Torna provvisoriamente a Tavullia striscione di Valentino Rossi,False
209,valeyellow46,05-14-2022,"Comunali: Molise, i candidati nei 18 centri al voto",False
210,valeyellow46,05-14-2022,MotoGp: sarà ritirato per sempre il n.46 di Valentino Rossi,False
211,valeyellow46,05-15-2022,"Motogp: doppietta Ducati a Le Mans, vince Bastianini ",False
212,valeyellow46,05-17-2022,"Moto: Vale Rossi in società metaverso, esperienze virtuali",False
213,valeyellow46,05-17-2022,"Moto: Vale Rossi in società metaverso, esperienze virtuali",False
214,valeyellow46,05-24-2022,Pirelli: P Zero Experience al Mugello,False
215,valeyellow46,05-26-2022,Moto: Italia; al Mugello torna la storia con Rossi e Biaggi,False
216,valeyellow46,05-26-2022,"Dalla MotoGp alla F1, corre su Sky il Legend Race Weekend",False
217,valeyellow46,05-27-2022,"Moto:da Gp Italia a 46 Rossi, tutto in diretta su 'galassia' Sky",False
218,valeyellow46,05-28-2022,"Moto: Rossi, potevo correre ancora 4 anni...",False
219,valeyellow46,05-28-2022,Valentino Rossi festeggiato al Mugello per ritiro numero 46,True
220,valeyellow46,05-28-2022,"Moto: Italia; Rossi, potevo correre ancora 4 anni...",False
221,valeyellow46,05-28-2022,"Da F1 a MotoGp, Guido Meda'che spettacolo questo 2022'",False
222,valeyellow46,05-29-2022,"Moto: Bagnaia re del Mugello, anche Aprilia sul podio",False
223,valeyellow46,06-03-2022,A Pesaro casco gigante alto 4 metri per Valentino Rossi,False
224,valeyellow46,06-03-2022,"Il genio Grangel a Cartoons, da Balto a Spirit",False
225,valeyellow46,06-03-2022,Moto: a Pesaro casco gigante alto 4 mt per Valentino Rossi,False
226,valeyellow46,06-10-2022,"Torna la 'Notte Rosa', Capodanno della Riviera Romagnola",False
227,valeyellow46,06-13-2022,"Gli 80 anni di Giacomo Agostini, un mito tra velocità e fascino",False
228,valeyellow46,06-13-2022,"Auguri a Giacomo Agostini, 80 anni del mito dello sport",False
229,valeyellow46,06-17-2022,"Moto: Ducati padrona libere gp Germania, Bagnaia show ",False
230,valeyellow46,06-23-2022,Khaby Lame il personaggio più seguito al mondo su TikTok,False
231,valeyellow46,07-04-2022,"Pirelli, un casco speciale per Valentino Rossi nel GT",True
232,valeyellow46,07-05-2022,"MotoGP: Stoner ""stagione difficile da interpretare""",False
233,valeyellow46,07-09-2022,Tennistavolo: pluricampione Mondello sarà allenatore a Vasto,False
234,valeyellow46,07-10-2022,Premi: il 'Bancarella Sport' va a Marino Bartoletti,False
235,valeyellow46,07-23-2022,Matisse ispira poster 2022 Gp San Marino-Riviera Rimini,False
236,valeyellow46,07-23-2022,Moto: Matisse ispira poster 2022 Gp San Marino-Riviera Rimini,False
237,valeyellow46,07-25-2022,A Pesaro casco gigante di Valentino Rossi,False
238,valeyellow46,07-26-2022,"A Pesaro il casco gigante, omaggio a Valentino Rossi",False
239,valeyellow46,07-28-2022,"Etica sostenibile, Cucinelli superstar di Roma è di Moda",False
240,valeyellow46,07-30-2022,Giffoni: commozione in platea per il documentario su Sic,False
241,valeyellow46,07-30-2022,Giffoni: commozione in platea per il documentario su Sic,False
242,valeyellow46,08-02-2022,Compie 50 anni il Misano World Circuit,False
243,valeyellow46,08-09-2022,"Bonolis alla Triestina, è Davide il figlio di Paolo",False
244,valeyellow46,08-09-2022,"Calcio: Bonolis alla Triestina; è Davide, il figlio di Paolo",False
245,valeyellow46,08-18-2022,"Alpini: Ricordando il Battaglione L'Aquila, attesi in mille",False
246,valeyellow46,09-04-2022,"Motogp: festa Ducati a Misano, Bagnaia riapre il Mondiale ORDINE DI ARRIVO E CLASSIFICHE",False
247,valeyellow46,09-04-2022,Venezia: Premio Kinéo a 'Benelli su Benelli' di Marta Miniucchi,False
248,valeyellow46,09-04-2022,"Moto: Misano; vince Ducati Bagnaia, quinto Quartararo",False
249,valeyellow46,09-08-2022,"Surf: Fioravanti 'io come l'Inter, le stagioni sono lunghe'",False
250,valeyellow46,09-13-2022,"Moto: Marc Marquez ci riprova, torna in pista ad Aragon ",False
251,valeyellow46,09-22-2022,"Da Patierno a Lillo, tanta Italia alla Festa di Roma",False
252,valeyellow46,10-01-2022,"MotoGP: in Thailandia pole a Bezzecchi, Bagnaia terzo al via LA GRIGLIA DI PARTENZA",False
253,valeyellow46,10-06-2022,Moto: Bagnaia 'avrei voluto sfidare Rossi al top',False
254,valeyellow46,10-14-2022,"Concerto ""Tra la carne e il cielo"" Pasolini e Bach in scena",False
255,valeyellow46,10-16-2022,"MotoGp: in Australia Bagnaia terzo e felice, è leader Mondiale",False
256,valeyellow46,10-18-2022,Moto: a Sepang primo match point per Bagnaia campione,False
257,valeyellow46,10-31-2022,"Bagnaia al countdown mondiale del MotoGP: ""Valencia eccomi""",False
258,valeyellow46,11-03-2022,"Bagnaia ""devo completare l'opera, punto a vincere""",False
259,valeyellow46,11-03-2022,Moto: Valencia; Bagnaia pronto a prendersi il Mondiale,False
260,valeyellow46,11-05-2022,"Moto: città Valentino Rossi Tavullia con Chivasso, ""forza Pecco""",True
261,valeyellow46,11-06-2022,MotoGp: Bagnaia su Ducati è campione del mondo,False
262,valeyellow46,11-06-2022,"Striscia compie 34 anni da Guinness, tutti i numeri sui Tapiri",False
263,valeyellow46,11-06-2022,MotoGp: Bagnaia su Ducati è campione del mondo,False
264,valeyellow46,11-06-2022,"Pecco Bagnaia, dalle minimoto al Mondiale: lo manda Vale Rossi",False
265,valeyellow46,11-08-2022,"Idee e riflessioni per guardare al futuro con ""Pazza Idea""",False
266,valeyellow46,11-09-2022,Chef 'terremotato' guadagna la prima stella Michelin,False
267,valeyellow46,11-09-2022,Chef 'terremotato' guadagna prima stella Michelin,False
268,valeyellow46,11-11-2022,Basket: Qualificazioni mondiali; Italia-Spagna 84-88,False
269,valeyellow46,11-14-2022,Bagnaia: 'Ducati fondamentale per vittoria Mondiale',False
270,valeyellow46,11-16-2022,Bagnaia al Quirinale: 'Bello vincere con una moto italiana',False
271,valeyellow46,11-16-2022,"Moto, Mattarella: ""L'Italia ringrazia Bagnaia e la Ducati""",False
272,valeyellow46,11-16-2022,"Moto: Bagnaia, correre col n.1? ""Vedremo, deciderò più avanti""",False
273,valeyellow46,11-16-2022,"Moto: Mattarella ""l'Italia ringrazia Bagnaia e la Ducati""",False
274,valeyellow46,11-28-2022,"Moto: Pesaro, cittadinanza onoraria a 'Pecco' Bagnaia",False
275,valeyellow46,12-01-2022,Moto: Bagnaia cittadino onorario di Pesaro,False
276,valeyellow46,12-08-2022,"'Altri Natali', al via da oggi a Napoli",False
277,valeyellow46,12-22-2022,Valentino Rossi in pista con Bmw M Motorsport,True
278,valeyellow46,12-22-2022,Auto: Valentino Rossi diventa pilota ufficiale Bmw,True
279,fedez,01-02-2022,"Chiara Ferragni, ""sono negativa, Fede ancora positivo al Covid""",False
280,fedez,01-02-2022,"Covid: Chiara Ferragni, sono negativa, Fedez ancora no",True
281,fedez,01-02-2022,"Chiara Ferragni, ""io negativa, Fede ancora positivo Covid""",False
282,fedez,01-04-2022,Sanremo: Gianni Morandi resta in gara,False
283,fedez,01-04-2022,"Sanremo, Gianni Morandi resta in gara",False
284,fedez,01-04-2022,"Sanremo: Afi, su Morandi 'è stata la mano di Dio'",False
285,fedez,01-04-2022,Sanremo: i salvati e gli esclusi da Morgan a Fedez,True
286,fedez,01-04-2022,Sanremo: Gianni Morandi a rischio esclusione,False
287,fedez,01-04-2022,Sanremo: Gianni Morandi a rischio esclusione,False
